Wall time,Step,Value
1684602401.237515,1,-1090.199951171875
1684602404.147765,2,1599.0
1684602406.154379,3,-940.7999877929688
1684602409.114787,4,1329.0
1684602411.261621,5,-940.7999877929688
1684602413.181649,6,-1000.7000122070312
1684602415.532217,7,1419.199951171875
1684602417.365818,8,-850.7000122070312
1684602419.14971,9,-1000.7000122070312
1684602421.932475,10,1329.0999755859375
1684602423.76573,11,-1000.7000122070312
1684602425.566187,12,-1000.7000122070312
1684602427.415726,13,-1000.7000122070312
1684602429.382845,14,-850.7000122070312
1684602431.851041,15,1269.199951171875
1684602434.24598,16,1059.199951171875
1684602436.718793,17,1419.199951171875
1684602439.351792,18,1119.0999755859375
1684602442.596382,19,1658.9000244140625
1684602444.086395,20,-850.5999755859375
1684602446.819747,21,1269.0999755859375
1684602448.803231,22,1209.300048828125
1684602451.202727,23,1269.199951171875
1684602453.563143,24,1209.199951171875
1684602455.529917,25,1209.300048828125
1684602457.386429,26,-790.7000122070312
1684602459.85332,27,1269.0999755859375
1684602462.096487,28,-940.7999877929688
1684602464.403262,29,-940.9000244140625
1684602466.546635,30,1359.300048828125
1684602468.36989,31,-850.7000122070312
1684602470.430009,32,1419.300048828125
1684602473.07998,33,1539.0999755859375
1684602474.8034,34,-790.7000122070312
1684602477.146681,35,1269.199951171875
1684602478.819718,36,-910.5999755859375
1684602481.063664,37,1209.300048828125
1684602482.804074,38,-1000.7000122070312
1684602485.14703,39,1269.199951171875
1684602488.280371,40,1599.0
1684602490.564605,41,1209.199951171875
1684602493.447216,42,1179.0
1684602496.030571,43,1539.0999755859375
1684602497.820506,44,-1000.7000122070312
1684602499.880667,45,1419.300048828125
1684602502.11381,46,1419.199951171875
1684602504.897487,47,1389.0
1684602506.603565,48,-790.7000122070312
1684602509.014895,49,1269.199951171875
1684602511.281706,50,1479.199951171875
1684602514.114234,51,1539.0
1684602515.720619,52,-910.5999755859375
1684602517.530952,53,-1000.7000122070312
1684602520.347618,54,1179.0
1684602522.430964,55,1419.300048828125
1684602524.021088,56,-850.5999755859375
1684602526.264243,57,1269.199951171875
1684602528.055093,58,-1000.7000122070312
1684602530.23753,59,1209.300048828125
1684602532.531042,60,1149.199951171875
1684602535.180993,61,1329.0999755859375
1684602537.714459,62,1479.199951171875
1684602539.971522,63,-880.9000244140625
1684602542.647849,64,1269.0999755859375
1684602544.897939,65,1479.199951171875
1684602547.121643,66,-880.9000244140625
1684602549.681314,67,1329.0999755859375
1684602551.881378,68,1359.300048828125
1684602553.948039,69,1209.300048828125
1684602556.297963,70,1479.199951171875
1684602558.548042,71,1419.199951171875
1684602560.598025,72,1419.300048828125
1684602563.148096,73,1539.0999755859375
1684602564.98803,74,-1000.7000122070312
1684602567.531733,75,1419.0999755859375
1684602570.048307,76,1059.0999755859375
1684602572.055608,77,-940.7999877929688
1684602573.938312,78,-1000.7000122070312
1684602575.938404,79,-730.7999877929688
1684602578.815367,80,1539.0
1684602581.532241,81,1539.0999755859375
1684602583.32243,82,-1000.7000122070312
1684602585.105947,83,-1000.7000122070312
1684602587.105842,84,-940.7999877929688
1684602589.748772,85,1329.0999755859375
1684602591.488893,86,-790.7000122070312
1684602593.489005,87,-940.7999877929688
1684602595.388721,88,-1000.7000122070312
1684602597.188392,89,-850.7000122070312
1684602598.988957,90,-1000.7000122070312
1684602601.048984,91,1419.300048828125
1684602603.639764,92,1329.0999755859375
1684602606.182352,93,1329.0999755859375
1684602608.322625,94,1209.300048828125
1684602610.365873,95,-940.7999877929688
1684602612.372461,96,-940.7999877929688
1684602614.43254,97,1419.300048828125
1684602616.365996,98,1359.4000244140625
1684602619.323087,99,1599.0
1684602621.366105,100,1209.300048828125
