Wall time,Step,Value
1684604356.335079,1,-1090.199951171875
1684604358.635293,2,1419.199951171875
1684604360.645632,3,-940.7999877929688
1684604362.952312,4,-880.9000244140625
1684604364.668507,5,-1000.7000122070312
1684604367.012363,6,1419.199951171875
1684604368.719139,7,-1000.7000122070312
1684604371.135954,8,1269.199951171875
1684604372.912482,9,-1000.7000122070312
1684604375.268783,10,1419.199951171875
1684604377.635756,11,999.2000122070312
1684604380.04603,12,1269.199951171875
1684604382.879356,13,1389.0
1684604384.852832,14,1209.300048828125
1684604387.129241,15,1059.199951171875
1684604388.829314,16,-1000.7000122070312
1684604390.702452,17,-1000.7000122070312
1684604393.029319,18,1269.199951171875
1684604394.720208,19,-790.7000122070312
1684604396.962782,20,1209.199951171875
1684604398.852583,21,1359.4000244140625
1684604400.930498,22,1209.300048828125
1684604403.546097,23,1329.0999755859375
1684604405.886127,24,1419.199951171875
1684604407.968992,25,-940.7999877929688
1684604410.079957,26,1209.300048828125
1684604412.146221,27,1419.300048828125
1684604414.71988,28,1479.199951171875
1684604417.379633,29,1329.0999755859375
1684604419.069044,30,-790.7000122070312
1684604421.879737,31,1329.0999755859375
1684604423.903383,32,-940.7999877929688
1684604426.520007,33,1269.0999755859375
1684604429.103641,34,1539.0999755859375
1684604431.479793,35,1209.199951171875
1684604433.269987,36,-1000.7000122070312
1684604435.980077,37,1329.0999755859375
1684604437.803947,38,-1000.7000122070312
1684604439.419925,39,-1060.5999755859375
1684604441.252999,40,-1000.7000122070312
1684604443.053335,41,-1000.7000122070312
1684604445.413322,42,1269.199951171875
1684604447.236654,43,-1000.7000122070312
1684604450.181039,44,1179.0
1684604452.737174,45,1329.0999755859375
1684604454.880279,46,1419.300048828125
1684604457.103835,47,1269.199951171875
1684604459.253516,48,1209.300048828125
1684604461.097334,49,-1000.7000122070312
1684604462.75364,50,-850.5999755859375
1684604465.386492,51,1479.0999755859375
1684604467.103789,52,-790.7000122070312
1684604469.380898,53,1269.199951171875
1684604471.419918,54,999.2999877929688
1684604473.769847,55,1419.199951171875
1684604476.14704,56,1419.199951171875
1684604478.430567,57,1269.199951171875
1684604481.163836,58,1269.0999755859375
1684604483.053778,59,-1000.7000122070312
1684604485.813938,60,1539.0999755859375
1684604487.621069,61,-850.7000122070312
1684604489.613912,62,1209.300048828125
1684604491.980815,63,1209.199951171875
1684604493.853735,64,-1000.7000122070312
1684604496.514054,65,1329.0999755859375
1684604498.947415,66,1269.199951171875
1684604501.020256,67,-940.7999877929688
1684604503.630997,68,1329.0999755859375
1684604505.81473,69,1419.300048828125
1684604508.064299,70,1269.199951171875
1684604510.114439,71,1209.300048828125
1684604512.76433,72,1539.0999755859375
1684604515.371822,73,1269.0999755859375
1684604517.537409,74,-940.7999877929688
1684604520.347814,75,1599.0
1684604522.337471,76,-940.7999877929688
1684604524.681201,77,1269.199951171875
1684604526.637278,78,-940.7999877929688
1684604528.187534,79,-1060.5999755859375
1684604530.505203,80,1269.199951171875
1684604532.597959,81,1209.300048828125
1684604535.447929,82,1599.0
1684604537.847962,83,1359.199951171875
1684604540.147946,84,1359.199951171875
1684604542.231497,85,1419.300048828125
1684604544.02123,86,-1000.7000122070312
1684604546.838442,87,1329.0
1684604550.064881,88,1658.9000244140625
1684604551.83823,89,-1000.7000122070312
1684604554.081544,90,1269.199951171875
1684604556.41494,91,1059.199951171875
1684604558.948293,92,1269.0999755859375
1684604561.081748,93,1299.300048828125
1684604563.071479,94,-790.7999877929688
1684604565.121507,95,-940.7999877929688
1684604567.115182,96,1419.300048828125
1684604568.821687,97,-1000.7000122070312
1684604570.554673,98,-1060.5999755859375
1684604572.355366,99,-1000.7000122070312
1684604574.387991,100,-940.7999877929688
